"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 02 03:49:44 GMT 2022","Fri Dec 02 03:49:44 GMT 2022","521","","Candidato-Controller","","","","GET - Listar candidato por email",""
"passed","Fri Dec 02 03:50:13 GMT 2022","Fri Dec 02 03:50:14 GMT 2022","311","","Contrato GET/candidato","","","","Contrato - Validar contrato get candidato",""
"passed","Fri Dec 02 03:50:16 GMT 2022","Fri Dec 02 03:50:17 GMT 2022","1386","","Contrato GET/usuario","","","","Contrato - Validar contrato get usuario email",""
"passed","Fri Dec 02 03:50:06 GMT 2022","Fri Dec 02 03:50:08 GMT 2022","1035","","Usuario-Controller","","","","PUT - Tentar atualizar usuario passando trilha errada",""
"passed","Fri Dec 02 03:49:49 GMT 2022","Fri Dec 02 03:49:49 GMT 2022","379","","Candidato-Controller","","","","DELETE - Deletar usuario do sistema",""
"passed","Fri Dec 02 03:50:11 GMT 2022","Fri Dec 02 03:50:11 GMT 2022","252","","Usuario-Controller","","","","DELETE - Tentar deletar usuario inexistente do sistema",""
"passed","Fri Dec 02 03:49:48 GMT 2022","Fri Dec 02 03:49:48 GMT 2022","411","","Candidato-Controller","","","","PUT - Tentar atualizar candidato com email em branco",""
"passed","Fri Dec 02 03:49:46 GMT 2022","Fri Dec 02 03:49:46 GMT 2022","327","","Candidato-Controller","","","","POST - Tentar criar candidato com trilha invalido",""
"passed","Fri Dec 02 03:49:46 GMT 2022","Fri Dec 02 03:49:47 GMT 2022","421","","Candidato-Controller","","","","PUT - Atualizar candidato",""
"passed","Fri Dec 02 03:49:45 GMT 2022","Fri Dec 02 03:49:46 GMT 2022","246","","Candidato-Controller","","","","POST - Tentar criar candidato com email invalido",""
"passed","Fri Dec 02 03:50:05 GMT 2022","Fri Dec 02 03:50:05 GMT 2022","361","","Usuario-Controller","","","","POST - Tentar criar usuario passando trilha errada",""
