"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Usuario-Controller","POST/usuario","","0","0","4","0","0"
"Usuario-Controller","GET/usuario/findbynomecompleto","","0","0","2","0","0"
"Usuario-Controller","DELETE/usuario/{idUsuario}","","0","0","4","0","0"
"Usuario-Controller","PUT/usuario","","0","0","3","0","0"
"Usuario-Controller","GET/usuario/email","","0","0","2","0","0"
"","","","0","0","1","0","0"
"Usuario-Controller","GET/usuario/logado","","0","0","1","0","0"
"Usuario-Controller","GET/usuario/id","","0","0","2","0","0"
"Usuario-Controller","GET/usuario","","0","0","1","0","0"
