"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 30 23:43:05 GMT 2022","Wed Nov 30 23:43:05 GMT 2022","312","","Candidato-Controller","","","","PUT - Atualizar candidato",""
"passed","Wed Nov 30 23:43:16 GMT 2022","Wed Nov 30 23:43:16 GMT 2022","91","","Usuario-Controller","","","","GET - Listar usuario por email",""
"passed","Wed Nov 30 23:43:06 GMT 2022","Wed Nov 30 23:43:06 GMT 2022","526","","Candidato-Controller","","","","DELETE - Tornar candidato inativo",""
"passed","Wed Nov 30 23:43:06 GMT 2022","Wed Nov 30 23:43:06 GMT 2022","71","","Candidato-Controller","","","","DELETE - Tentar tornar usuario inexistente inativo",""
"passed","Wed Nov 30 23:43:17 GMT 2022","Wed Nov 30 23:43:17 GMT 2022","98","","Usuario-Controller","","","","GET - Tentar listar usuario por ID inexistente",""
"passed","Wed Nov 30 23:43:28 GMT 2022","Wed Nov 30 23:43:30 GMT 2022","1481","","Usuario-Controller","","","","DELETE - Deletar usuario do sistema",""
"passed","Wed Nov 30 23:43:17 GMT 2022","Wed Nov 30 23:43:17 GMT 2022","79","","Usuario-Controller","","","","GET - Tentar listar usuario por email inexistente",""
"passed","Wed Nov 30 23:43:30 GMT 2022","Wed Nov 30 23:43:30 GMT 2022","77","","Usuario-Controller","","","","DELETE - Tentar deletar usuario inexistente do sistema",""
"passed","Wed Nov 30 23:43:05 GMT 2022","Wed Nov 30 23:43:05 GMT 2022","233","","Candidato-Controller","","","","PUT - Tentar atualizar candidato com email invalido",""
"passed","Wed Nov 30 23:43:27 GMT 2022","Wed Nov 30 23:43:28 GMT 2022","975","","Usuario-Controller","","","","DELETE - Tornar usuario inativo",""
"passed","Wed Nov 30 23:43:16 GMT 2022","Wed Nov 30 23:43:16 GMT 2022","89","","Usuario-Controller","","","","GET - Listar usuario por ID",""
"passed","Wed Nov 30 23:43:15 GMT 2022","Wed Nov 30 23:43:16 GMT 2022","88","","Usuario-Controller","","","","GET - Visualizar usuario logado",""
"passed","Wed Nov 30 23:43:03 GMT 2022","Wed Nov 30 23:43:04 GMT 2022","312","","Candidato-Controller","","","","GET - Listar candidato por email",""
"passed","Wed Nov 30 23:43:23 GMT 2022","Wed Nov 30 23:43:24 GMT 2022","993","","Usuario-Controller","","","","POST - Tentar criar usuario com email ja cadastrado",""
"passed","Wed Nov 30 23:43:04 GMT 2022","Wed Nov 30 23:43:04 GMT 2022","178","","Candidato-Controller","","","","POST - Criar candidato",""
"passed","Wed Nov 30 23:43:05 GMT 2022","Wed Nov 30 23:43:05 GMT 2022","77","","Candidato-Controller","","","","PUT - Tentar atualizar candidato passando id inexistente",""
"passed","Wed Nov 30 23:43:04 GMT 2022","Wed Nov 30 23:43:04 GMT 2022","71","","Candidato-Controller","","","","GET - Tentar listar candato por email inexistente",""
"passed","Wed Nov 30 23:43:04 GMT 2022","Wed Nov 30 23:43:04 GMT 2022","87","","Candidato-Controller","","","","POST - Tentar criar candidato com trilha invalido",""
"passed","Wed Nov 30 23:43:26 GMT 2022","Wed Nov 30 23:43:27 GMT 2022","860","","Usuario-Controller","","","","PUT - Tentar atualizar usuario passando perfil errado",""
"passed","Wed Nov 30 23:43:25 GMT 2022","Wed Nov 30 23:43:25 GMT 2022","889","","Usuario-Controller","","","","PUT - Atualizar usuario",""
"passed","Wed Nov 30 23:43:06 GMT 2022","Wed Nov 30 23:43:06 GMT 2022","228","","Candidato-Controller","","","","DELETE - Deletar usuario do sistema",""
"passed","Wed Nov 30 23:43:10 GMT 2022","Wed Nov 30 23:43:12 GMT 2022","2089","","teste","","","","pesquisa2222",""
"passed","Wed Nov 30 23:43:03 GMT 2022","Wed Nov 30 23:43:03 GMT 2022","108","","Candidato-Controller","","","","GET - Listar candidatos",""
"passed","Wed Nov 30 23:43:04 GMT 2022","Wed Nov 30 23:43:05 GMT 2022","76","","Candidato-Controller","","","","POST - Tentar criar candidato com email em branco",""
"passed","Wed Nov 30 23:43:25 GMT 2022","Wed Nov 30 23:43:26 GMT 2022","848","","Usuario-Controller","","","","PUT - Tentar atualizar usuario passando trilha errada",""
