"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 03 05:24:24 GMT 2022","Sat Dec 03 05:24:24 GMT 2022","424","","Candidato-Controller","","","","PUT - Atualizar candidato",""
"passed","Sat Dec 03 05:24:26 GMT 2022","Sat Dec 03 05:24:27 GMT 2022","416","","Candidato-Controller","","","","DELETE - Deletar usuario do sistema",""
"passed","Sat Dec 03 05:24:43 GMT 2022","Sat Dec 03 05:24:44 GMT 2022","1043","","Entrevista-Controller","","","","DELETE - Deletar entrevista",""
"passed","Sat Dec 03 05:25:00 GMT 2022","Sat Dec 03 05:25:01 GMT 2022","264","","Contrato GET/usuario","","","","Contrato - Validar contrato get usuario logado",""
"passed","Sat Dec 03 05:24:56 GMT 2022","Sat Dec 03 05:24:57 GMT 2022","1006","","Usuario-Controller","","","","DELETE - Deletar usuario do sistema",""
"passed","Sat Dec 03 05:24:26 GMT 2022","Sat Dec 03 05:24:26 GMT 2022","521","","Candidato-Controller","","","","DELETE - Tornar candidato inativo",""
"passed","Sat Dec 03 05:24:53 GMT 2022","Sat Dec 03 05:24:55 GMT 2022","1058","","Usuario-Controller","","","","PUT - Tentar atualizar usuario passando perfil errado",""
"passed","Sat Dec 03 05:25:01 GMT 2022","Sat Dec 03 05:25:02 GMT 2022","1282","","Contrato GET/usuario","","","","Contrato - Validar contrato get usuario idUsuario",""
"passed","Sat Dec 03 05:25:00 GMT 2022","Sat Dec 03 05:25:00 GMT 2022","301","","Contrato GET/usuario","","","","Contrato - Validar contrato get usuario",""
"passed","Sat Dec 03 05:24:30 GMT 2022","Sat Dec 03 05:24:33 GMT 2022","2129","","teste","","","","pesquisa2222",""
"passed","Sat Dec 03 05:24:50 GMT 2022","Sat Dec 03 05:24:51 GMT 2022","575","","Usuario-Controller","","","","POST - Tentar criar usuario passando trilha errada",""
"passed","Sat Dec 03 05:24:47 GMT 2022","Sat Dec 03 05:24:47 GMT 2022","320","","Usuario-Controller","","","","GET - Recuperar imagem de usuario",""
"passed","Sat Dec 03 05:24:46 GMT 2022","Sat Dec 03 05:24:46 GMT 2022","274","","Usuario-Controller","","","","GET - Listar usuario por ID",""
"passed","Sat Dec 03 05:24:51 GMT 2022","Sat Dec 03 05:24:51 GMT 2022","376","","Usuario-Controller","","","","POST - Tentar criar usuario passando perfil errado",""
"passed","Sat Dec 03 05:24:22 GMT 2022","Sat Dec 03 05:24:22 GMT 2022","480","","Candidato-Controller","","","","POST - Criar candidato",""
"passed","Sat Dec 03 05:24:49 GMT 2022","Sat Dec 03 05:24:50 GMT 2022","1031","","Usuario-Controller","","","","POST - Tentar criar usuario com email ja cadastrado",""
"passed","Sat Dec 03 05:24:48 GMT 2022","Sat Dec 03 05:24:49 GMT 2022","1109","","Usuario-Controller","","","","POST - Criar usuario",""
"passed","Sat Dec 03 05:24:37 GMT 2022","Sat Dec 03 05:24:38 GMT 2022","1259","","Entrevista-Controller","","","","POST - Criar entrevista",""
"passed","Sat Dec 03 05:24:22 GMT 2022","Sat Dec 03 05:24:23 GMT 2022","435","","Candidato-Controller","","","","POST - Tentar criar candidato com email ja cadastrado",""
"passed","Sat Dec 03 05:24:25 GMT 2022","Sat Dec 03 05:24:26 GMT 2022","428","","Candidato-Controller","","","","PUT - Tentar atualizar candidato com email em branco",""
"passed","Sat Dec 03 05:24:57 GMT 2022","Sat Dec 03 05:24:57 GMT 2022","249","","Usuario-Controller","","","","DELETE - Tentar tornar usuario inexistente inativo",""
"passed","Sat Dec 03 05:24:46 GMT 2022","Sat Dec 03 05:24:46 GMT 2022","290","","Usuario-Controller","","","","GET - Listar usuarios",""
"passed","Sat Dec 03 05:24:23 GMT 2022","Sat Dec 03 05:24:23 GMT 2022","253","","Candidato-Controller","","","","POST - Tentar criar candidato com email invalido",""
"passed","Sat Dec 03 05:24:24 GMT 2022","Sat Dec 03 05:24:25 GMT 2022","423","","Candidato-Controller","","","","PUT - Tentar atualizar candidato com email invalido",""
"passed","Sat Dec 03 05:24:47 GMT 2022","Sat Dec 03 05:24:47 GMT 2022","265","","Usuario-Controller","","","","GET - Listar usuarios por nome",""
"passed","Sat Dec 03 05:24:48 GMT 2022","Sat Dec 03 05:24:48 GMT 2022","260","","Usuario-Controller","","","","GET - Tentar listar usuario por email inexistente",""
"passed","Sat Dec 03 05:24:44 GMT 2022","Sat Dec 03 05:24:44 GMT 2022","253","","Entrevista-Controller","","","","DELETE - Deletar entrevista com id inexistente",""
"passed","Sat Dec 03 05:24:27 GMT 2022","Sat Dec 03 05:24:27 GMT 2022","250","","Candidato-Controller","","","","DELETE - Tentar deletar usuario inexistente do sistema",""
"passed","Sat Dec 03 05:24:46 GMT 2022","Sat Dec 03 05:24:46 GMT 2022","349","","Usuario-Controller","","","","GET - Visualizar usuario logado",""
"passed","Sat Dec 03 05:24:41 GMT 2022","Sat Dec 03 05:24:42 GMT 2022","1151","","Entrevista-Controller","","","","PUT - Atualizar entrevista",""
"passed","Sat Dec 03 05:25:00 GMT 2022","Sat Dec 03 05:25:00 GMT 2022","423","","Contrato GET/candidato","","","","Contrato - Validar contrato get candidato findbyemail",""
"passed","Sat Dec 03 05:24:21 GMT 2022","Sat Dec 03 05:24:22 GMT 2022","340","","Candidato-Controller","","","","GET - Tentar listar candato por email inexistente",""
"passed","Sat Dec 03 05:24:27 GMT 2022","Sat Dec 03 05:24:27 GMT 2022","259","","Candidato-Controller","","","","DELETE - Tentar tornar usuario inexistente inativo",""
