"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 03 05:24:51 GMT 2022","Sat Dec 03 05:24:52 GMT 2022","1046","","Usuario-Controller","","","","PUT - Atualizar usuario",""
"passed","Sat Dec 03 05:24:23 GMT 2022","Sat Dec 03 05:24:24 GMT 2022","254","","Candidato-Controller","","","","POST - Tentar criar candidato com email em branco",""
"passed","Sat Dec 03 05:25:03 GMT 2022","Sat Dec 03 05:25:04 GMT 2022","1124","","Contrato GET/usuario","","","","Contrato - Validar contrato get usuario nome",""
"passed","Sat Dec 03 05:24:52 GMT 2022","Sat Dec 03 05:24:53 GMT 2022","1023","","Usuario-Controller","","","","PUT - Tentar atualizar usuario passando trilha errada",""
"passed","Sat Dec 03 05:24:24 GMT 2022","Sat Dec 03 05:24:24 GMT 2022","245","","Candidato-Controller","","","","PUT - Tentar atualizar candidato passando id inexistente",""
"passed","Sat Dec 03 05:24:34 GMT 2022","Sat Dec 03 05:24:37 GMT 2022","2542","","Entrevista-Controller","","","","GET - Listar entrevistas",""
"passed","Sat Dec 03 05:24:39 GMT 2022","Sat Dec 03 05:24:39 GMT 2022","317","","Entrevista-Controller","","","","POST - Tentar criar entrevista passando candidato invalido",""
"passed","Sat Dec 03 05:25:04 GMT 2022","Sat Dec 03 05:25:04 GMT 2022","417","","Contrato GET/usuario","","","","Contrato - Validar contrato get usuario imagem",""
"passed","Sat Dec 03 05:24:25 GMT 2022","Sat Dec 03 05:24:25 GMT 2022","656","","Candidato-Controller","","","","PUT - Tentar atualizar candidato com trilha invalido",""
"passed","Sat Dec 03 05:24:46 GMT 2022","Sat Dec 03 05:24:47 GMT 2022","265","","Usuario-Controller","","","","GET - Listar usuario por email",""
"passed","Sat Dec 03 05:24:48 GMT 2022","Sat Dec 03 05:24:48 GMT 2022","456","","Usuario-Controller","","","","GET - Tentar listar usuarios por nome inexistente",""
"passed","Sat Dec 03 05:24:47 GMT 2022","Sat Dec 03 05:24:48 GMT 2022","255","","Usuario-Controller","","","","GET - Tentar listar usuario por ID inexistente",""
"passed","Sat Dec 03 05:24:21 GMT 2022","Sat Dec 03 05:24:21 GMT 2022","419","","Candidato-Controller","","","","GET - Listar candidatos por nome ou trilha",""
"passed","Sat Dec 03 05:24:23 GMT 2022","Sat Dec 03 05:24:23 GMT 2022","255","","Candidato-Controller","","","","POST - Tentar criar candidato com trilha invalido",""
"passed","Sat Dec 03 05:24:21 GMT 2022","Sat Dec 03 05:24:21 GMT 2022","436","","Candidato-Controller","","","","GET - Listar candidato por email",""
"passed","Sat Dec 03 05:24:59 GMT 2022","Sat Dec 03 05:25:00 GMT 2022","380","","Contrato GET/candidato","","","","Contrato - Validar contrato get candidato",""
"passed","Sat Dec 03 05:24:57 GMT 2022","Sat Dec 03 05:24:57 GMT 2022","257","","Usuario-Controller","","","","DELETE - Tentar deletar usuario inexistente do sistema",""
"passed","Sat Dec 03 05:24:40 GMT 2022","Sat Dec 03 05:24:41 GMT 2022","1101","","Entrevista-Controller","","","","POST - Tentar criar entrevista passando um horario ja marcado",""
"passed","Sat Dec 03 05:25:02 GMT 2022","Sat Dec 03 05:25:03 GMT 2022","1069","","Contrato GET/usuario","","","","Contrato - Validar contrato get usuario email",""
"passed","Sat Dec 03 05:24:55 GMT 2022","Sat Dec 03 05:24:56 GMT 2022","1095","","Usuario-Controller","","","","DELETE - Tornar usuario inativo",""
"passed","Sat Dec 03 05:24:38 GMT 2022","Sat Dec 03 05:24:39 GMT 2022","244","","Entrevista-Controller","","","","POST - Tentar criar entrevista passando usuario invalido",""
"passed","Sat Dec 03 05:24:42 GMT 2022","Sat Dec 03 05:24:43 GMT 2022","260","","Entrevista-Controller","","","","PUT - Tentar atualizar entrevista",""
"passed","Sat Dec 03 05:24:20 GMT 2022","Sat Dec 03 05:24:21 GMT 2022","683","","Candidato-Controller","","","","GET - Listar candidatos",""
